date,ticker,name,market,close,change_rate,volume,trading_value
2026-08-19,005930,삼성전자,KOSPI,247500.0,-7.82122905027933,22683374,5614135065000
2026-08-19,000660,SK하이닉스,KOSPI,1500000.0,-9.747292418772563,4206017,6309025500000
2026-08-19,035420,NAVER,KOSPI,208000.0,-4.147465437788019,733375,152542000000
2026-08-19,207940,삼성바이오로직스,KOSPI,1544000.0,0.8491182233834096,28415,43872760000
2026-08-19,005380,현대차,KOSPI,414000.0,-4.827586206896552,533273,220775022000
2026-08-20,005930,삼성전자,KOSPI,270250.0,9.191919191919192,10198711,2756201647750
2026-08-20,000660,SK하이닉스,KOSPI,1699000.0,13.266666666666666,2215790,3764627210000
2026-08-20,035420,NAVER,KOSPI,222750.0,7.091346153846153,541507,120620684250
2026-08-20,207940,삼성바이오로직스,KOSPI,1570000.0,1.6839378238341969,25561,40130770000
2026-08-20,005380,현대차,KOSPI,424000.0,2.4154589371980677,180015,76326360000
2026-08-20,005930,삼성전자,KOSPI,270000.0,9.090909090909092,16566296,4472899920000
2026-08-20,000660,SK하이닉스,KOSPI,1699000.0,13.266666666666666,3379772,5742232628000
2026-08-20,035420,NAVER,KOSPI,220500.0,6.009615384615385,714087,157456183500
2026-08-20,207940,삼성바이오로직스,KOSPI,1585000.0,2.655440414507772,39138,62033730000
2026-08-20,005380,현대차,KOSPI,418500.0,1.0869565217391304,277010,115928685000
2026-08-20,005930,삼성전자,KOSPI,271000.0,9.494949494949495,26093355,7071299205000
2026-08-20,000660,SK하이닉스,KOSPI,1691000.0,12.733333333333333,5452849,9220767659000
2026-08-20,035420,NAVER,KOSPI,219500.0,5.528846153846153,961900,211137050000
2026-08-20,207940,삼성바이오로직스,KOSPI,1574000.0,1.9430051813471503,62565,98477310000
2026-08-20,005380,현대차,KOSPI,417500.0,0.8454106280193237,421243,175868952500
2026-08-21,005930,삼성전자,KOSPI,279000.0,2.952029520295203,11881565,3314956635000
2026-08-21,000660,SK하이닉스,KOSPI,1745000.0,3.1933767001774096,2183717,3810586165000
